job_title,location,job_type,experience_level,salary,requirements,excel,tableau,power_bi,sql,python
"Executive Training Coach, Artificial Intelligence",Remote,Full Time,Executive-level,73000.0,"Consulting,Engineering,Mathematics,,,",no,no,no,no,no
Adjunct Instructors - Data Science Program - 2023/2024,"Calgary, AB",Full Time,Entry-level,44000.0,"Architecture,Classification,Data analysis,Data Analytics,Python,Teaching",no,no,no,no,yes
SMWDC Data Analyst Team Lead,"San Diego, California, United States",Full Time,Senior-level,110000.0,"Data Analytics,Excel,Security,,,",no,no,no,no,no
Data Scientist,"Warsaw, Poland",Full Time,Senior-level,129000.0,"Airflow,Data quality,Excel,Machine Learning,ML models,Pandas",no,no,no,no,no
Data Analyst,"Jakarta, Jakarta, Indonesia",Full Time,Mid-level,65000.0,"Banking,Computer Science,Consulting,Data analysis,Data visualization,E-commerce",no,no,no,no,no
Data Analyst,United States,Full Time,Senior-level,70000.0,"Big Data,Computer Science,Data Analyst,Databricks,Economics,Finance",no,no,no,no,no
Data Engineer I,United States/ United States,Full Time,Senior-level,131000.0,"Airflow,AWS,Big Data,Computer Science,Data analysis,Databricks",no,no,no,no,no
Data Analyst,Bangkok,Full Time,Mid-level,65000.0,"A/B testing,Banking,Business Intelligence,Computer Science,Consulting,Data analysis",no,no,no,no,no
Head of Data,United Kingdom,Full Time,Executive-level,102000.0,"Architecture,BigQuery,Dataflow,Data strategy,Engineering,ETL",no,no,no,no,no
DataOps Engineer (kafka),"Bucure?ti, Bucharest, Romania",Full Time,Senior-level,62000.0,"Airflow,APIs,Architecture,AWS,BigQuery,CI/CD",no,no,no,no,no
Principal ML Engineer - AI Platform,"Austin, TX, United States",Full Time,Senior-level,131000.0,"Agile,AI governance,Architecture,Big Data,Deep Learning,Engineering",no,no,no,no,no
Stage Ingéni Machine Learning (F/H),"Rennes, France",Full Time,Entry-level,39000.0,"Architecture,Machine Learning,Python,PyTorch,R,R&D",no,no,no,no,yes
Data Analyst,"Lisbon, Portugal",Full Time,Senior-level,92000.0,"Business Intelligence,Data visualization,Econometrics,Genetics,Research,Statistics",no,no,no,no,no
Senior/Staff Machine Learning Engineer - Ecommerce Fraud Detection,"Sydney, New South Wales, Australia",Full Time,Mid-level,207000.0,"Agile,Architecture,Bayesian,Computer Science,Computer Vision,Deep Learning",no,no,no,no,no
"Applied Scientist, Prime Video",United States,Full Time,Senior-level,136000.0,"Computer Vision,Deep Learning,Distributed Systems,Engineering,Hadoop,Machine Learning",no,no,no,no,no
Product Data Management Manager (Hybrid),"Carson, CA, United States",Full Time,Executive-level,85000.0,"Data Analytics,Dataflow,Data governance,Data management,Data quality,E-commerce",no,no,no,no,no
Power BI Engineer,"Guadalajara, Mexico",Full Time,Senior-level,69000.0,"Azure,DevOps,Industrial,Pipelines,Power BI,SQL",no,no,yes,yes,no
Data Engineer,India,Full Time,Senior-level,115000.0,"Airflow,AWS,CI/CD,Computer Vision,Databricks,Data governance",no,no,no,no,no
"Backend Engineer, ML Research",Iael,Full Time,Senior-level,97000.0,"APIs,Architecture,CX,Engineering,Kubernetes,Machine Learning",no,no,no,no,no
Salesforce Administrator/Data Specialist,"Belgrade, Serbia",Full Time,Senior-level,70000.0,"Computer Science,Data governance,Power BI,Research,,",no,no,yes,no,no
Data Engineer - Remote (Req. #515),"Rochester, United States",Full Time,Mid-level,73000.0,"Architecture,Computer Science,SQL,Testing,,",no,no,no,yes,no
VP Engineering - Machine Learning,Madrid,Full Time,Executive-level,73000.0,"Big Data,Classification,Engineering,Machine Learning,ML models,Research",no,no,no,no,no
"Product Manager, Automation & Machine Learning","Toronto, Canada",Full Time,Senior-level,69000.0,"Blockchain,Crypto,Engineering,FinTech,Machine Learning,Privacy",no,no,no,no,no
Data Analyst (Remote | UK),United Kingdom,Full Time,Mid-level,65000.0,"Data Studio,Data warehouse,Data Warehousing,Engineering,ETL,Looker",no,no,no,no,no
"Director, Trust & Panel Data Integrity",United States,Full Time,Executive-level,66000.0,"Data Analytics,DevOps,Engineering,Genetics,Security,Statistics",no,no,no,no,no
MarketingData Analyst,Barcelona Area,Full Time,Senior-level,62000.0,"Computer Science,Data analysis,Data quality,Data visualization,ELT,Engineering",no,no,no,no,no
Graduate Analytics Engineer,United Kingdom,Full Time,Entry-level,103000.0,"APIs,BigQuery,CI/CD,Data Analytics,Data pipelines,Data quality",no,no,no,no,no
"Business Intelligence Engineer, Advertising Trust Data",United States,Full Time,Senior-level,79000.0,"AWS,Business Intelligence,Data Mining,Data visualization,Data warehouse,DynamoDB",no,no,no,no,no
Research Scientist,"Boston, MA",Full Time,Senior-level,89000.0,"Data visualization,Deep Learning,Machine Learning,Mathematics,Python,R",no,no,no,no,yes
AI Solution Cluster Manager,"Warszawa, Poland",Full Time,Senior-level,62000.0,"Architecture,AWS,Azure,Data Analytics,Machine Learning,PhD",no,no,no,no,no
"Battery Modeling Engineer, Data","San Leandro, California, United States",Full Time,Mid-level,150000.0,"Engineering,Matlab,PhD,Physics,Python,R",no,no,no,no,yes
Software Engineer  Model Inference,United States,Full Time,Senior-level,200000.0,"AGI,APIs,Architecture,Azure,ChatGPT,DALL-E",no,no,no,no,no
"Backend Software Engineer, Data Engineering","Foster City, CA",Full Time,Senior-level,115000.0,"Airflow,AWS,BigQuery,Business Intelligence,Databricks,Data pipelines",no,no,no,no,no
"Senior/Principal ML Engineer, Content Understanding",United States,Full Time,Senior-level,315000.0,"Architecture,Computer Vision,Deep Learning,Genetics,Machine Learning,Model inference",no,no,no,no,no
Delivery Solutions Architect : Big Data,India,Full Time,Senior-level,55000.0,"Architecture,Big Data,Consulting,Databricks,Data Warehousing,Engineering",no,no,no,no,no
 Data Product Manager - Trading Experience,"San Jose, California, United States",Full Time,Senior-level,160000.0,"Agile,Amplitude,Blockchain,Computer Science,Crypto,Data analysis",no,no,no,no,no
"Data Scientist, Poland","Warsaw, Masovian Voivodeship, Poland",Full Time,Senior-level,129000.0,"A/B testing,Agile,CI/CD,Computer Science,Data visualization,Docker",no,no,no,no,no
"Staff Machine Learning Engineer (Modeling), Risk","Seattle, WA, United States",Full Time,Senior-level,172000.0,"Architecture,AWS,Banking,Big Data,Blockchain,Computer Science",no,no,no,no,no
Business Intelligence Analyst,Johannesburg,Full Time,Senior-level,48000.0,"Business Intelligence,Data analysis,Data Analytics,Data Mining,Data visualization,Economics",no,no,no,no,no
HR (Data Analyst)  -  Manager,"Mumbai, Maharashtra",Full Time,Entry-level,48000.0,"Agile,Banking,Data management,Data Studio,Excel,FinTech",no,no,no,no,no
PeopleData Analyst - Workday,"United States, NY",Full Time,Senior-level,113000.0,"Agile,APIs,Business Analytics,Business Intelligence,Computer Science,Data governance",no,no,no,no,no
Function Developer - Artificial Intelligence/Machine Learning in Automobile Applications,"Coimbatore, India",Full Time,Senior-level,55000.0,"Computer Vision,Deep Learning,Engineering,Machine Learning,Matlab,Python",no,no,no,no,yes
 Research Analyst - LNG,"Houston, TX, United States",Full Time,Senior-level,69000.0,"Consulting,Economics,Machine Learning,Privacy,Research,",no,no,no,no,no
". Business Analyst, Digital Services Business Intelligence (DSBI)","India, Karnataka, IND",Full Time,Senior-level,55000.0,"Business Intelligence,CX,Data quality,Data visualization,E-commerce,Engineering",no,no,no,no,no
Data Scientist,"Culver City, CA, United States",Full Time,Senior-level,78000.0,"Causal inference,Data Analytics,E-commerce,Economics,Engineering,Machine Learning",no,no,no,no,no
Data Analyst,France,Full Time,Senior-level,92000.0,"Agile,AWS,Azure,Data analysis,Data Analytics,Data Studio",no,no,no,no,no
Data Engineer,"Toronto, Ontario, Canada - Remote",Full Time,Mid-level,73000.0,"Architecture,AWS,Azure,Consulting,Consulting firm,Data pipelines",no,no,no,no,no
Lead AI Programmer - Remote,"Montréal, QC, Canada",Full Time,Executive-level,66000.0,"Architecture,Engineering,Jira,Mathematics,OOP,Research",no,no,no,no,no
Engineer (Mid- Data Engineer),India,Full Time,Senior-level,115000.0,"Agile,Airflow,APIs,Azure,Big Data,Business Intelligence",no,no,no,no,no
Data Scientist (Machine Learning Modelling),"Johannesburg, South Africa",Full Time,Senior-level,129000.0,"Credit risk,Data analysis,Data Analytics,Data Mining,Econometrics,Engineering",no,no,no,no,no
4295Data Analyst,"Utrecht, Utrecht, Netherlands",Full Time,Senior-level,92000.0,"Agile,Business Intelligence,Scrum,Spark,,",no,no,no,no,no
Manager (Project & Data Management),Hong Kong,Full Time,Senior-level,55000.0,"Blockchain,Crypto,Data analysis,Data management,Finance,Research",no,no,no,no,no
Spark Data Engineer,Colombia Remote,Full Time,Senior-level,115000.0,"Airflow,Angular,APIs,Architecture,AWS,Azure",no,no,no,no,no
Pessoa Engenheira de Machine Learning Sênior,"São Paulo, Brazil",Full Time,Entry-level,35000.0,"Deep Learning,FinTech,Machine Learning,Python,PyTorch,R",no,no,no,no,yes
"Software Engineer, Data Platform - Remote","Seattle, WA",Full Time,Senior-level,142000.0,"Agile,APIs,AWS,Engineering,ETL,KPIs",no,no,no,no,no
Applied Data Scientist,India,Full Time,Senior-level,50000.0,"CX,Data analysis,Engineering,Excel,Finance,GitHub",no,no,no,no,no
Data Engineer,"San Antonio, TX (Local Remote)",Full Time,Senior-level,115000.0,"Airflow,Distributed Systems,Elasticsearch,Flink,Golang,Kafka",no,no,no,no,no
Data Engineer,"Calabarzon, Philippines - Remote",Full Time,Mid-level,73000.0,"Computer Science,Data management,Data Mining,Data pipelines,Data quality,Engineering",no,no,no,no,no
LeadData Analyst,"Jakarta, Indonesia",Full Time,Senior-level,55000.0,"A/B testing,Amplitude,Data Studio,Data visualization,Finance,Looker",no,no,no,no,no
Machine Learning Engineer- Price Freeze (100% remote),Toronto,Full Time,Senior-level,131000.0,"Amplitude,BigQuery,Data visualization,Docker,FinTech,Kubernetes",no,no,no,no,no
Data Engineer,"Lisbon, Portugal",Full Time,Senior-level,115000.0,"Airflow,AWS,Data governance,Data quality,Engineering,ETL",no,no,no,no,no
Data Architect,"Denver, Colorado, United States",Full Time,Mid-level,100000.0,"Architecture,Computer Science,Consulting,Data Analytics,Data management,Data visualization",no,no,no,no,no
 Director Data Science for Pricing / Yield Management  (m/f/d),"Lisbon, Portugal",Full Time,Executive-level,73000.0,"CX,Engineering,Machine Learning,ML models,,",no,no,no,no,no
Data Analyst,"India, India",Full Time,Mid-level,65000.0,"Computer Science,Data Analytics,Data Mining,Economics,Excel,Mathematics",no,no,no,no,no
Big Data Engineer  Hadoop,"Cluj, Jucu, Romania",Full Time,Entry-level,30000.0,"Agile,Airflow,Big Data,Data pipelines,Data warehouse,Elasticsearch",no,no,no,no,no
Machine Learning Engineer - Search,United States,Full Time,Senior-level,267000.0,"Computer Science,Deep Learning,Engineering,Genetics,Machine Learning,NLP",no,no,no,no,no
Associate Data Engineering L1,"Bogotá, Colombia",Full Time,Mid-level,73000.0,"Azure,BigQuery,Bigtable,Computer Science,Databricks,Data pipelines",no,no,no,no,no
Big Data Infrastructure Engineer,Cape Town,Full Time,Senior-level,48000.0,"Ansible,Architecture,Big Data,BigQuery,GCP,Genetics",no,no,no,no,no
"[Job- 10566] Data Visualization Analyst, Brazil",Brazil,Full Time,Senior-level,55000.0,"Architecture,Azure,CX,Data pipelines,Data visualization,Engineering",no,no,no,no,no
Satellite Image Processing and AI Engineer,"Ankara, Ankara, Turkey",Full Time,Mid-level,45000.0,"Computer Science,Deep Learning,Engineering,Linux,Machine Learning,Mathematics",no,no,no,no,no
Data Engineer (Hybrid),"Ho Chi Minh City, Ho Chi Minh ",Full Time,Mid-level,73000.0,"APIs,Data Analytics,Engineering,MongoDB,Node.js,Python",no,no,no,no,yes
"Lead/Principal Product Manager, AI/ML",Melbourne,Full Time,Senior-level,49000.0,"Engineering,Machine Learning,Research,,,",no,no,no,no,no
Data Engineer - Data Scientist  (f/m/div.),"Wernau (Neckar), Germany",Full Time,Senior-level,115000.0,"Airflow,Architecture,Azure,Big Data,CI/CD,Computer Science",no,no,no,no,no
Machine Learning / AI Engineer (Indonesia),"Bandung, Jawa Barat, Indonesia",Full Time,Mid-level,45000.0,"Computer Science,Machine Learning,Python,Research,,",no,no,no,no,yes
Research Scientist,"Los Altos, CA",Full Time,Senior-level,151000.0,"AWS,Chemistry,Computer Science,Engineering,ICLR,ICML",no,no,no,no,no
Analytics Engineer,"Berlin, Remote",Full Time,Senior-level,110000.0,"Architecture,Blockchain,Business Intelligence,Computer Science,Engineering,Looker",no,no,no,no,no
Lead Partner Commerce Analyst (Business Intelligence),"United Kingdom, London",Full Time,Senior-level,62000.0,"Business Intelligence,Computer Science,Data analysis,Data Analytics,Data Mining,Privacy",no,no,no,no,no
BI Developer,"Budapest, Hungary",Full Time,Entry-level,39000.0,"Azure,Business Intelligence,Data warehouse,Engineering,ETL,Informatica",no,no,no,no,no
"Manager, Data Engineering","Seattle, WA; United States; Remote",Full Time,Senior-level,115000.0,"Airflow,Architecture,Computer Science,Data governance,Data management,DataOps",no,no,no,no,no
 Data Scientist,"Manchester, UK",Full Time,Entry-level,40000.0,"Agile,AWS,Excel,Machine Learning,NumPy,Pandas",no,no,no,no,no
Data Engineer  Oracle,"Cluj, Jucu, Romania",Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,Azure,Big Data,Business Intelligence",no,no,no,no,no
Data Engineer,France,Full Time,Entry-level,59000.0,"Airflow,APIs,AWS,Data Analytics,DataOps,DevOps",no,no,no,no,no
Data Analyst (S&OP),"Warszawa, Poznan, Poland",Full Time,Senior-level,92000.0,"Data Studio,E-commerce,Excel,GCP,Hadoop,Power BI",no,no,yes,no,no
Graduate Motorsport Data Analyse and Engineer,"Nuneaton, United Kingdom",Full Time,Entry-level,39000.0,"Agile,Computer Science,Data analysis,Data Analytics,Economics,Engineering",no,no,no,no,no
VP of Data Science,"United States, Remote",Full Time,Executive-level,73000.0,"Architecture,AWS,Computer Science,CX,Data Analytics,Data Mining",no,no,no,no,no
"Manager, Data Science (Machine Learning)","Johannesburg, South Africa",Full Time,Entry-level,30000.0,"AWS,Azure,Credit risk,Data analysis,Data Analytics,Data Mining",no,no,no,no,no
Data Scientist IV,San Mateo,Full Time,Executive-level,144000.0,"Agile,Big Data,Computer Science,Economics,Engineering,Genetics",no,no,no,no,no
Data Science - Machine Learning Engineer,"Helsinki, Finland",Full Time,Senior-level,131000.0,"Docker,Engineering,Kubernetes,Machine Learning,MLOps,Python",no,no,no,no,yes
Principal Machine Learning Engineer (DLP),United States,Full Time,Senior-level,140000.0,"AWS,Computer Science,Computer Vision,Deep Learning,Docker,Engineering",no,no,no,no,no
Data Engineer I (BLD),"Atlanta, GA, United States",Full Time,Senior-level,115000.0,"APIs,Architecture,AWS,Big Data,CI/CD,Data analysis",no,no,no,no,no
"Data Science Manager, Marketing",United States,Full Time,Senior-level,245000.0,"Airflow,Banking,BigQuery,Blockchain,Crypto,Engineering",no,no,no,no,no
"Scientist I, Computational Biology","Cambridge, MA USA",Full Time,Senior-level,69000.0,"AWS,Bayesian,Biology,Computer Science,EC2,ECS",no,no,no,no,no
"Data Analyst Architect, Multi-Instance","Remote, US",Full Time,Senior-level,62000.0,"APIs,Architecture,Big Data,Business Intelligence,Computer Science,Data Analytics",no,no,no,no,no
Research Scientist,United States,Full Time,Mid-level,175000.0,"AWS,Biology,Chemistry,Computer Science,Computer Vision,Deep Learning",no,no,no,no,no
Head of Data Ops & Render Support,"Mumbai, India",Full Time,Executive-level,102000.0,"Data analysis,Data management,DataOps,Jira,Linux,Python",no,no,no,no,yes
Data Analyst,"Bellevue, Washington",Full Time,Senior-level,119000.0,"Data Analytics,ELT,Looker,OKR,Python,R",no,no,no,no,yes
Data Engineer,Remote Available,Full Time,Senior-level,115000.0,"Agile,Architecture,Big Data,Computer Science,Engineering,Testing",no,no,no,no,no
. Security Analytics Engineer,"San Mateo, CA, USA",Full Time,Senior-level,110000.0,"Computer Science,Data Analytics,Data pipelines,Data quality,Engineering,Pipelines",no,no,no,no,no
"DevOps Engineer ""Big Data Platform - Hadoop"" (f/m/div.)","Stuttgart, Germany",Full Time,Senior-level,62000.0,"Agile,Azure,Big Data,Computer Science,Consulting,DevOps",no,no,no,no,no
Data Analyst,United Kingdom,Full Time,Mid-level,65000.0,"AWS,Azure,Big Data,Computer Science,Consulting,Data analysis",no,no,no,no,no
Principal  - Data Science,Los Angeles,Full Time,Senior-level,224000.0,"Architecture,AWS,Azure,Cluster analysis,Computer Science,Consulting",no,no,no,no,no
